  260,2018/11/01,    9
  260,2018/11/02,   74
  260,2018/11/03,   68
  260,2018/11/04,   75
  260,2018/11/05,   26
  260,2018/11/06,   63
  260,2018/11/07,   20
  260,2018/11/08,   85
  260,2018/11/09,   33
  260,2018/11/10,    1
  260,2018/11/11,    4
  260,2018/11/12,    2
  260,2018/11/13,   73
  260,2018/11/14,   87
  260,2018/11/15,   81
